CustomerID,Age,AnnualIncome_k,SpendingScore,PurchaseFrequency,RecencyDays,AvgOrderValue,TrueSegment,Gender,PreferredCategory,Cluster,Segment,PC1,PC2
CUST00228,18,47.3,62.2,11.0,29.0,82.82,Steady Regulars,Female,Electronics,4,New & Curious,-0.16193178197934885,-1.4361663009822416
CUST00371,25,15.0,35.0,1.0,103.0,51.09,Budget Browsers,Female,Beauty,3,Budget Browsers,-2.415542145503331,-0.4776296969427938
CUST00598,18,43.5,72.2,11.0,18.0,38.06,New & Curious,Female,Beauty,4,New & Curious,-0.45633018103729545,-2.0593413824018825
CUST00237,40,51.6,56.9,10.0,23.0,53.03,Steady Regulars,Male,Sports,1,Steady Regulars,-0.15455600725739158,-0.33556958630492095
CUST00235,29,67.6,59.7,17.0,28.0,42.31,Steady Regulars,Male,Beauty,1,Steady Regulars,0.20332137247673351,-0.8909866680490047
CUST00312,31,35.1,37.8,10.0,87.0,58.07,Budget Browsers,Male,Sports,3,Budget Browsers,-1.274836021802993,-0.13567801568215243
CUST00257,36,34.8,39.6,20.0,36.0,70.09,Steady Regulars,Male,Electronics,1,Steady Regulars,-0.18430482232368633,-0.4167409954660355
CUST00138,39,102.1,68.2,25.0,24.0,134.61,High-Value Loyalists,Female,Apparel,2,High-Value Loyalists,2.550093963836444,0.5121492326395543
CUST00275,42,60.3,63.4,15.0,40.0,45.97,Steady Regulars,Female,Apparel,1,Steady Regulars,0.22809807931074322,-0.16376582467450623
CUST00236,21,34.2,43.9,12.0,41.0,77.82,Steady Regulars,Male,Home & Living,4,New & Curious,-0.7414118689840882,-1.1090361507349384
CUST00581,18,23.1,79.8,9.0,32.0,41.96,New & Curious,Male,Home & Living,4,New & Curious,-0.8068736280878587,-2.267745060141968
CUST00212,39,15.0,56.0,13.0,42.0,58.23,Steady Regulars,Female,Sports,1,Steady Regulars,-0.6989203325842474,-0.703324494240882
CUST00010,45,102.9,80.0,24.0,30.0,150.5,High-Value Loyalists,Male,Apparel,2,High-Value Loyalists,2.963176555378222,0.8577654313571539
CUST00614,18,47.0,55.6,9.0,15.0,41.77,New & Curious,Female,Apparel,4,New & Curious,-0.7515268944119651,-1.7347143096729574
CUST00301,18,46.6,18.9,5.0,99.0,24.17,Budget Browsers,Female,Home & Living,3,Budget Browsers,-2.357476510265164,-0.4709615289463314
CUST00357,27,38.0,10.6,6.0,82.0,26.3,Budget Browsers,Female,Apparel,3,Budget Browsers,-2.319970793754075,-0.12258463118662437
CUST00636,18,28.3,67.7,5.0,26.0,53.04,New & Curious,Female,Beauty,4,New & Curious,-0.9991489520720533,-1.936833084552633
CUST00575,18,55.3,73.1,11.0,32.0,34.95,New & Curious,Male,Apparel,4,New & Curious,-0.36376923497588187,-1.803259956938626
CUST00085,36,120.7,74.4,26.0,1.0,139.48,High-Value Loyalists,Female,Electronics,2,High-Value Loyalists,3.171466756388461,0.31286023829466375
CUST00297,32,28.3,35.0,5.0,74.0,21.17,Budget Browsers,Male,Sports,3,Budget Browsers,-2.0067454863082546,-0.4460433257847504
CUST00444,45,58.6,14.6,4.0,174.0,80.96,At-Risk / Dormant,Male,Electronics,0,At-Risk / Dormant,-1.6859527474011249,2.3650262431488573
CUST00204,40,48.6,83.8,9.0,13.0,54.7,Steady Regulars,Male,Beauty,1,Steady Regulars,0.3176580313166533,-0.8520695874688062
CUST00197,19,60.4,58.4,14.0,43.0,57.19,Steady Regulars,Male,Electronics,4,New & Curious,-0.20102391071752226,-1.2359922709590134
CUST00279,34,55.1,68.9,18.0,25.0,65.51,Steady Regulars,Female,Apparel,1,Steady Regulars,0.5715141774179622,-0.8020251242394767
CUST00094,39,105.4,100.0,32.0,19.0,145.74,High-Value Loyalists,Male,Home & Living,2,High-Value Loyalists,3.714261379426207,0.012992875021211766
CUST00408,24,41.2,25.1,1.0,79.0,53.67,Budget Browsers,Other,Electronics,3,Budget Browsers,-2.002181781700248,-0.23078353022827597
CUST00464,49,78.8,15.0,3.0,163.0,79.58,At-Risk / Dormant,Female,Home & Living,0,At-Risk / Dormant,-1.2749382023443687,2.7568091848802014
CUST00593,31,44.3,85.1,3.0,1.0,59.68,New & Curious,Male,Beauty,4,New & Curious,-0.07294013916708675,-1.423173513932713
CUST00029,37,91.8,88.2,37.0,13.0,138.88,High-Value Loyalists,Female,Home & Living,2,High-Value Loyalists,3.466087219821362,-0.2765454669107343
CUST00185,33,60.0,55.1,12.0,54.0,54.98,Steady Regulars,Male,Electronics,1,Steady Regulars,-0.2306707041910938,-0.3041851189952221
CUST00523,48,70.5,14.0,5.0,180.0,110.56,At-Risk / Dormant,Female,Electronics,0,At-Risk / Dormant,-1.1126197335574286,2.954493951344066
CUST00179,40,42.4,44.0,10.0,17.0,61.02,Steady Regulars,Female,Beauty,1,Steady Regulars,-0.4216874779479433,-0.26510901506091117
CUST00261,39,36.1,61.9,15.0,45.0,76.61,Steady Regulars,Male,Apparel,1,Steady Regulars,0.04716875955542071,-0.37342397318188986
CUST00154,38,47.5,42.3,15.0,25.0,48.01,Steady Regulars,Female,Beauty,1,Steady Regulars,-0.3259209109684836,-0.36528440557552544
CUST00076,47,108.1,74.3,23.0,3.0,161.8,High-Value Loyalists,Male,Electronics,2,High-Value Loyalists,3.214649545179028,0.967239325324495
CUST00504,39,87.8,13.3,0.0,147.0,109.18,At-Risk / Dormant,Female,Sports,0,At-Risk / Dormant,-1.065995636580743,2.454099025746575
CUST00093,37,101.1,68.8,30.0,1.0,123.16,High-Value Loyalists,Female,Home & Living,2,High-Value Loyalists,2.7956714470634396,0.015629297531437825
CUST00355,18,66.7,37.7,6.0,95.0,45.23,Budget Browsers,Female,Electronics,3,Budget Browsers,-1.371372319146092,-0.38298289437733873
CUST00069,44,89.2,83.0,28.0,1.0,141.23,High-Value Loyalists,Male,Electronics,2,High-Value Loyalists,3.066024503321883,0.179680644702591
CUST00483,47,94.1,24.5,5.0,159.0,73.44,At-Risk / Dormant,Male,Apparel,0,At-Risk / Dormant,-0.8142875497364764,2.603458541776867
CUST00336,18,28.5,46.2,11.0,132.0,29.46,Budget Browsers,Male,Beauty,3,Budget Browsers,-1.9840211596371808,-0.8674254936329505
CUST00189,31,66.0,49.6,10.0,47.0,90.94,Steady Regulars,Male,Sports,1,Steady Regulars,0.059513595865077824,-0.03289497289961478
CUST00016,38,100.0,82.2,27.0,14.0,129.45,High-Value Loyalists,Female,Beauty,2,High-Value Loyalists,2.868732743598273,0.05922386949076033
CUST00437,54,56.9,22.4,0.0,142.0,104.27,At-Risk / Dormant,Female,Home & Living,0,At-Risk / Dormant,-1.1815075765433465,2.6413523586557295
CUST00410,27,40.2,33.1,8.0,98.0,15.16,Budget Browsers,Male,Apparel,3,Budget Browsers,-1.9821060490650668,-0.3901176177835313
CUST00089,38,87.1,91.5,31.0,21.0,154.76,High-Value Loyalists,Male,Electronics,2,High-Value Loyalists,3.2682007721535573,-0.0672398309519334
CUST00546,28,40.0,54.6,10.0,10.0,40.12,New & Curious,Female,Electronics,4,New & Curious,-0.6512961901795868,-1.334674960652044
CUST00118,33,77.8,83.2,25.0,14.0,145.02,High-Value Loyalists,Female,Apparel,2,High-Value Loyalists,2.4951476798424572,-0.3978695461861116
CUST00626,26,52.7,71.1,10.0,20.0,62.88,New & Curious,Female,Home & Living,4,New & Curious,0.01397259880904442,-1.2671625980044696
CUST00488,46,70.3,24.4,0.0,160.0,103.41,At-Risk / Dormant,Male,Electronics,0,At-Risk / Dormant,-1.1775467415931742,2.514017496762469
CUST00034,34,100.8,75.2,29.0,7.0,149.16,High-Value Loyalists,Male,Electronics,2,High-Value Loyalists,3.0483520374404094,0.002580837203826495
CUST00001,45,98.0,73.7,28.0,21.0,126.15,High-Value Loyalists,Female,Apparel,2,High-Value Loyalists,2.771244652733551,0.5757527242261831
CUST00643,18,40.5,46.1,6.0,7.0,33.0,New & Curious,Female,Home & Living,4,New & Curious,-1.2394042843612996,-1.7757686538697957
CUST00251,39,44.4,59.3,16.0,35.0,65.26,Steady Regulars,Female,Electronics,1,Steady Regulars,0.1299798207863303,-0.407940696883759
CUST00413,31,49.3,34.8,1.0,99.0,43.23,Budget Browsers,Male,Sports,3,Budget Browsers,-1.8073796284868258,0.23212402745983152
CUST00397,34,48.5,26.0,5.0,89.0,30.82,Budget Browsers,Female,Apparel,3,Budget Browsers,-1.791337356195877,0.28493712546048966
CUST00500,44,71.5,23.4,0.0,157.0,96.56,At-Risk / Dormant,Female,Beauty,0,At-Risk / Dormant,-1.2651420647589413,2.3585621978063096
CUST00303,21,20.2,27.3,6.0,87.0,26.8,Budget Browsers,Male,Electronics,3,Budget Browsers,-2.4354582757774326,-0.8998591856717403
CUST00023,42,94.1,73.8,23.0,35.0,149.49,High-Value Loyalists,Male,Beauty,2,High-Value Loyalists,2.55685856330688,0.7188621976261423
CUST00062,40,108.6,97.3,28.0,5.0,133.4,High-Value Loyalists,Male,Electronics,2,High-Value Loyalists,3.4752773014847613,-0.011177832214147053
CUST00117,41,114.6,97.5,22.0,13.0,144.29,High-Value Loyalists,Female,Electronics,2,High-Value Loyalists,3.344443650834518,0.3558425942744566
CUST00502,52,63.9,9.8,1.0,162.0,96.38,At-Risk / Dormant,Female,Beauty,0,At-Risk / Dormant,-1.4867500385623313,2.9345766606385504
CUST00229,18,50.4,50.9,18.0,21.0,74.97,Steady Regulars,Male,Apparel,4,New & Curious,0.018844174539653452,-1.4474943924373778
CUST00090,45,105.2,76.2,26.0,17.0,136.79,High-Value Loyalists,Male,Home & Living,2,High-Value Loyalists,2.970369791686222,0.7012766653095265
CUST00183,19,48.9,50.8,16.0,28.0,50.35,Steady Regulars,Female,Home & Living,4,New & Curious,-0.4068194050306813,-1.4933203238966806
CUST00276,33,77.3,49.0,12.0,43.0,76.29,Steady Regulars,Female,Apparel,1,Steady Regulars,0.24320348423060018,0.07280320102593411
CUST00285,26,39.0,58.1,16.0,7.0,72.0,Steady Regulars,Male,Apparel,1,Steady Regulars,0.044986121619802984,-1.3950283608043765
CUST00019,35,92.1,85.2,26.0,18.0,130.6,High-Value Loyalists,Male,Home & Living,2,High-Value Loyalists,2.676326355259783,-0.20081109417608345
CUST00496,32,44.8,22.0,8.0,182.0,61.8,At-Risk / Dormant,Female,Beauty,3,Budget Browsers,-2.0423515192570543,1.2312876729820634
CUST00400,28,39.9,41.0,7.0,110.0,40.1,Budget Browsers,Male,Electronics,3,Budget Browsers,-1.682939210850517,-0.1564872823660075
CUST00145,43,99.3,69.0,31.0,18.0,160.73,High-Value Loyalists,Female,Electronics,2,High-Value Loyalists,3.224327631310883,0.7307200194778337
CUST00339,28,33.0,31.7,11.0,101.0,28.45,Budget Browsers,Female,Electronics,3,Budget Browsers,-1.8262111744273457,-0.33037181676145827
CUST00520,58,80.2,26.9,4.0,167.0,100.82,At-Risk / Dormant,Female,Home & Living,0,At-Risk / Dormant,-0.622800695375488,3.267015911226182
CUST00586,33,25.4,54.3,11.0,27.0,39.04,New & Curious,Female,Beauty,1,Steady Regulars,-0.8791778005052903,-1.1158589434052308
CUST00433,51,76.1,23.2,5.0,145.0,64.03,At-Risk / Dormant,Female,Beauty,0,At-Risk / Dormant,-1.0851135447495135,2.401005463265343
CUST00406,21,41.2,29.9,5.0,112.0,22.62,Budget Browsers,Female,Sports,3,Budget Browsers,-2.2914530627779843,-0.43534289428520134
CUST00047,38,84.4,67.5,25.0,1.0,139.41,High-Value Loyalists,Female,Electronics,2,High-Value Loyalists,2.4201995599204094,0.045240587614680666
CUST00262,31,22.2,82.9,16.0,20.0,58.19,Steady Regulars,Female,Apparel,4,New & Curious,0.07676070674737195,-1.7005578676010213
CUST00196,22,53.2,56.7,14.0,30.0,66.42,Steady Regulars,Male,Beauty,4,New & Curious,-0.12124637111325194,-1.1987524158366814
CUST00650,22,27.9,77.0,9.0,36.0,50.69,New & Curious,Male,Electronics,4,New & Curious,-0.6415599580219051,-1.8396720994741913
CUST00541,23,35.8,85.0,8.0,7.0,53.79,New & Curious,Female,Apparel,4,New & Curious,-0.18594376145496047,-2.0329004276825615
CUST00108,43,86.5,80.6,27.0,33.0,147.07,High-Value Loyalists,Female,Electronics,2,High-Value Loyalists,2.771597742411525,0.47742631942809394
CUST00425,54,56.9,27.5,0.0,167.0,87.91,At-Risk / Dormant,Female,Electronics,0,At-Risk / Dormant,-1.4192332673587786,2.6814384268309395
CUST00458,48,51.2,7.1,5.0,162.0,91.64,At-Risk / Dormant,Female,Apparel,0,At-Risk / Dormant,-1.6536258229258467,2.493503796371357
CUST00305,29,34.7,43.3,4.0,82.0,60.1,Budget Browsers,Male,Electronics,3,Budget Browsers,-1.480328119054403,-0.2861225913181788
CUST00621,24,47.6,71.3,10.0,24.0,24.15,New & Curious,Other,Beauty,4,New & Curious,-0.5440823485058925,-1.6873815921333724
CUST00584,29,41.1,68.5,10.0,1.0,23.66,New & Curious,Male,Sports,4,New & Curious,-0.4821860757761223,-1.6756290292873912
CUST00579,23,52.3,66.2,5.0,18.0,62.73,New & Curious,Female,Electronics,4,New & Curious,-0.38882416157978705,-1.3162320050259715
CUST00479,49,77.5,28.9,0.0,146.0,104.63,At-Risk / Dormant,Male,Home & Living,0,At-Risk / Dormant,-0.8243265753106216,2.587855742423483
CUST00531,50,91.1,18.6,8.0,146.0,83.73,At-Risk / Dormant,Male,Apparel,0,At-Risk / Dormant,-0.570877386977741,2.728649125791873
CUST00634,27,61.1,93.1,10.0,11.0,31.65,New & Curious,Male,Electronics,4,New & Curious,0.29416067248573874,-1.7358163406989113
CUST00150,44,102.6,71.4,29.0,1.0,127.75,High-Value Loyalists,Female,Home & Living,2,High-Value Loyalists,2.982991366373599,0.42938153861063433
CUST00125,46,83.2,88.5,30.0,14.0,139.5,High-Value Loyalists,Other,Electronics,2,High-Value Loyalists,3.1083950739420336,0.20690275147841616
CUST00515,52,93.8,37.2,6.0,150.0,101.03,At-Risk / Dormant,Female,Apparel,0,At-Risk / Dormant,-0.0940514782341001,2.7810902454929027
CUST00560,33,43.6,81.9,8.0,17.0,57.16,New & Curious,Female,Beauty,4,New & Curious,0.029929313119636564,-1.2099142286457927
CUST00186,26,42.1,70.5,6.0,59.0,53.95,Steady Regulars,Female,Sports,4,New & Curious,-0.7244375633469123,-1.0481139380141562
CUST00553,27,20.5,68.5,15.0,35.0,26.74,New & Curious,Female,Electronics,4,New & Curious,-0.7700582518091001,-1.7958712619733905
CUST00350,26,58.5,36.9,7.0,82.0,24.64,Budget Browsers,Female,Beauty,3,Budget Browsers,-1.4761792589026808,-0.3216655652110306
CUST00641,27,36.3,70.3,12.0,18.0,55.39,New & Curious,Female,Sports,4,New & Curious,-0.21884556437692146,-1.5224974022974376
CUST00599,18,39.3,80.8,4.0,16.0,42.75,New & Curious,Female,Electronics,4,New & Curious,-0.6772899096069075,-2.137822296214553
CUST00143,30,87.9,61.3,29.0,5.0,156.0,High-Value Loyalists,Male,Beauty,2,High-Value Loyalists,2.596536657952505,-0.1540830526889728
CUST00142,51,89.1,81.7,27.0,1.0,147.61,High-Value Loyalists,Female,Home & Living,2,High-Value Loyalists,3.174242590363667,0.6433594344259562
CUST00637,18,40.7,74.4,11.0,1.0,12.06,New & Curious,Female,Home & Living,4,New & Curious,-0.6379000602093082,-2.473747492150287
CUST00020,32,86.0,80.7,26.0,15.0,167.19,High-Value Loyalists,Female,Electronics,2,High-Value Loyalists,2.855163125512716,-0.1503632702101407
CUST00173,30,61.8,59.2,15.0,56.0,73.79,Steady Regulars,Female,Apparel,1,Steady Regulars,0.1745753663422851,-0.39603577264754547
CUST00527,57,72.9,16.6,3.0,144.0,77.3,At-Risk / Dormant,Female,Apparel,0,At-Risk / Dormant,-1.115537288772681,2.9004270238072354
CUST00013,43,108.9,90.3,26.0,15.0,178.4,High-Value Loyalists,Female,Beauty,2,High-Value Loyalists,3.719667762896729,0.7038497625071393
CUST00026,42,104.9,69.9,27.0,6.0,116.45,High-Value Loyalists,Female,Beauty,2,High-Value Loyalists,2.700423762217968,0.36666883676460155
CUST00452,34,77.0,19.4,4.0,152.0,84.46,At-Risk / Dormant,Male,Sports,0,At-Risk / Dormant,-1.3028884014657633,1.7554954089119885
CUST00170,31,43.6,71.6,15.0,30.0,77.23,Steady Regulars,Female,Sports,1,Steady Regulars,0.315233404720944,-0.9954192050395373
CUST00453,61,73.1,20.9,1.0,165.0,46.4,At-Risk / Dormant,Male,Home & Living,0,At-Risk / Dormant,-1.5358618773145531,3.0629825230075065
CUST00356,18,17.0,29.2,3.0,103.0,57.31,Budget Browsers,Male,Home & Living,3,Budget Browsers,-2.433573326212093,-0.7320307442376567
CUST00246,28,59.6,59.4,17.0,39.0,89.08,Steady Regulars,Male,Electronics,1,Steady Regulars,0.4848335930806322,-0.6168925236196284
CUST00299,27,15.0,41.6,1.0,89.0,38.11,Budget Browsers,Female,Sports,3,Budget Browsers,-2.3137083774721097,-0.6897628471196177
CUST00570,27,33.3,52.0,8.0,20.0,27.24,New & Curious,Male,Electronics,4,New & Curious,-1.1350458222084758,-1.4129165619548036
CUST00273,29,31.3,56.3,15.0,23.0,71.08,Steady Regulars,Female,Home & Living,1,Steady Regulars,-0.2279570803441201,-1.1509044622669597
CUST00155,31,45.9,48.1,14.0,28.0,52.76,Steady Regulars,Female,Sports,1,Steady Regulars,-0.3843576260634508,-0.7864768628069374
CUST00127,35,97.4,72.4,29.0,12.0,132.24,High-Value Loyalists,Male,Electronics,2,High-Value Loyalists,2.7433483024581764,-0.019413928545520983
CUST00501,34,93.4,28.0,1.0,174.0,92.78,At-Risk / Dormant,Female,Apparel,0,At-Risk / Dormant,-1.0777537580875576,2.153894786059038
CUST00288,19,46.8,54.9,15.0,60.0,43.98,Steady Regulars,Male,Sports,4,New & Curious,-0.6865847483050967,-1.317144491497339
CUST00114,59,82.7,94.8,27.0,17.0,166.94,High-Value Loyalists,Female,Sports,2,High-Value Loyalists,3.553612505946132,1.0856012743624908
CUST00482,50,83.1,33.5,2.0,156.0,97.83,At-Risk / Dormant,Female,Sports,0,At-Risk / Dormant,-0.6585649790831858,2.667955913181823
CUST00174,25,27.1,63.4,18.0,30.0,49.98,Steady Regulars,Female,Home & Living,4,New & Curious,-0.3462504555500158,-1.6614840115710514
CUST00058,39,101.2,79.1,25.0,12.0,132.82,High-Value Loyalists,Male,Beauty,2,High-Value Loyalists,2.790859729926534,0.2100557521369967
CUST00478,54,54.3,28.7,2.0,162.0,82.48,At-Risk / Dormant,Female,Home & Living,0,At-Risk / Dormant,-1.3616395167626654,2.5155992603299633
CUST00223,35,58.4,38.1,20.0,39.0,54.12,Steady Regulars,Female,Home & Living,1,Steady Regulars,-0.027214379688995344,-0.21216449642176682
CUST00281,28,57.1,57.7,15.0,22.0,56.65,Steady Regulars,Male,Electronics,1,Steady Regulars,0.060561462821068474,-0.9866403591876856
CUST00018,44,117.8,78.9,30.0,21.0,166.56,High-Value Loyalists,Male,Apparel,2,High-Value Loyalists,3.722487988073865,0.9713705370991363
CUST00358,29,40.6,33.7,5.0,90.0,38.59,Budget Browsers,Female,Apparel,3,Budget Browsers,-1.7876366633715128,-0.1513784634017107
CUST00256,32,48.2,44.7,8.0,32.0,56.38,Steady Regulars,Female,Beauty,1,Steady Regulars,-0.6967846283676679,-0.5042648957233282
CUST00365,24,42.5,28.8,2.0,106.0,48.04,Budget Browsers,Male,Apparel,3,Budget Browsers,-2.0873371132807623,-0.07056327776296709
CUST00623,18,48.3,76.8,10.0,10.0,28.54,New & Curious,Male,Electronics,4,New & Curious,-0.39822733972982743,-2.1920818058582623
CUST00191,21,43.8,46.1,14.0,44.0,60.36,Steady Regulars,Male,Apparel,4,New & Curious,-0.6419282392767723,-1.134032887056457
CUST00383,32,41.3,41.2,7.0,103.0,64.89,Budget Browsers,Female,Sports,3,Budget Browsers,-1.277316673501448,0.19085529385780267
CUST00571,21,68.0,64.7,7.0,3.0,39.0,New & Curious,Male,Electronics,4,New & Curious,-0.2459040264040187,-1.5247234504185696
CUST00328,25,21.5,29.9,1.0,112.0,34.07,Budget Browsers,Female,Home & Living,3,Budget Browsers,-2.6409154498018363,-0.34821665943554814
CUST00095,39,80.6,93.8,21.0,19.0,142.5,High-Value Loyalists,Male,Beauty,2,High-Value Loyalists,2.567113487366503,-0.1059890744911164
CUST00181,26,47.4,45.6,10.0,28.0,67.27,Steady Regulars,Male,Home & Living,1,Steady Regulars,-0.5459259785364826,-0.8474157649561064
CUST00302,30,54.4,27.4,5.0,89.0,37.65,Budget Browsers,Male,Home & Living,3,Budget Browsers,-1.6611107473884505,0.17174616247909558
CUST00443,46,77.2,13.0,1.0,155.0,88.51,At-Risk / Dormant,Male,Apparel,0,At-Risk / Dormant,-1.349403059990168,2.61521997847724
CUST00396,18,30.3,51.4,7.0,113.0,47.2,Budget Browsers,Male,Home & Living,3,Budget Browsers,-1.7618086203241587,-0.9191729988162789
CUST00537,49,72.3,15.6,4.0,158.0,105.11,At-Risk / Dormant,Female,Apparel,0,At-Risk / Dormant,-1.0120816091938423,2.7796820805809115
CUST00375,27,27.9,29.5,4.0,69.0,39.56,Budget Browsers,Female,Apparel,3,Budget Browsers,-2.0226363917544656,-0.5471784054373857
CUST00006,40,86.4,83.2,26.0,35.0,179.49,High-Value Loyalists,Male,Home & Living,2,High-Value Loyalists,3.0517667361110936,0.5328477878308703
CUST00046,36,99.6,84.3,30.0,9.0,155.8,High-Value Loyalists,Male,Apparel,2,High-Value Loyalists,3.3422418165637278,0.01097572076561147
CUST00353,21,29.4,38.9,11.0,100.0,33.99,Budget Browsers,Male,Beauty,3,Budget Browsers,-1.8056122416112004,-0.8453257133444212
CUST00642,21,26.9,60.4,12.0,16.0,53.74,New & Curious,Male,Electronics,4,New & Curious,-0.6642225069309392,-1.8625962996120076
CUST00457,29,74.2,30.7,2.0,156.0,71.44,At-Risk / Dormant,Male,Apparel,0,At-Risk / Dormant,-1.4976197201335901,1.2419913737938693
CUST00017,34,104.9,88.8,30.0,13.0,139.48,High-Value Loyalists,Male,Beauty,2,High-Value Loyalists,3.278473342643776,-0.1736109687367303
CUST00049,44,95.7,74.8,25.0,9.0,140.42,High-Value Loyalists,Male,Home & Living,2,High-Value Loyalists,2.805219364490012,0.5021273324179363
CUST00629,18,26.5,56.9,9.0,28.0,22.01,New & Curious,Male,Beauty,4,New & Curious,-1.3626839030752602,-2.053025160261841
CUST00594,25,40.8,50.5,9.0,22.0,24.42,New & Curious,Male,Sports,4,New & Curious,-1.0612651050881765,-1.4130810015337476
CUST00004,52,97.8,88.1,30.0,28.0,155.8,High-Value Loyalists,Male,Home & Living,2,High-Value Loyalists,3.5345094342224646,0.9898332972814254
CUST00391,25,42.1,38.8,3.0,83.0,34.79,Budget Browsers,Male,Electronics,3,Budget Browsers,-1.840356669680517,-0.494311652687012
CUST00361,22,38.7,44.7,10.0,91.0,36.14,Budget Browsers,Female,Apparel,3,Budget Browsers,-1.5014127921871872,-0.8062175999282939
CUST00317,41,31.9,53.0,4.0,104.0,43.27,Budget Browsers,Female,Sports,3,Budget Browsers,-1.4639343619658165,0.2775046744645385
CUST00284,34,47.2,63.6,22.0,46.0,55.45,Steady Regulars,Female,Sports,1,Steady Regulars,0.31652514170010465,-0.7589770980422872
CUST00435,45,62.1,20.1,5.0,153.0,90.62,At-Risk / Dormant,Male,Home & Living,0,At-Risk / Dormant,-1.238748447939191,2.188462403260927
CUST00286,41,44.6,44.9,9.0,23.0,35.76,Steady Regulars,Female,Apparel,1,Steady Regulars,-0.714876578633931,-0.30294574056340773
CUST00362,27,30.3,47.4,4.0,94.0,46.14,Budget Browsers,Male,Sports,3,Budget Browsers,-1.7369430070279712,-0.5057264547267003
CUST00226,18,52.4,45.9,15.0,16.0,55.17,Steady Regulars,Male,Apparel,4,New & Curious,-0.3824719700639193,-1.4908265429276302
CUST00027,33,95.2,93.6,30.0,1.0,129.09,High-Value Loyalists,Female,Apparel,2,High-Value Loyalists,3.1507247296895655,-0.6196032383915765
CUST00619,30,47.3,67.5,11.0,23.0,47.1,New & Curious,Male,Apparel,4,New & Curious,-0.21049706599022566,-1.1627457115432294
CUST00264,25,32.1,66.4,12.0,19.0,72.71,Steady Regulars,Male,Apparel,4,New & Curious,-0.21340583226608673,-1.4991730829892116
CUST00051,44,99.3,85.1,31.0,34.0,154.07,High-Value Loyalists,Female,Beauty,2,High-Value Loyalists,3.366577026037776,0.6441208105351027
CUST00230,35,60.6,57.4,12.0,1.0,53.53,Steady Regulars,Male,Home & Living,1,Steady Regulars,0.16818909971535084,-0.725187282228796
CUST00038,28,94.1,78.8,25.0,13.0,146.89,High-Value Loyalists,Male,Beauty,2,High-Value Loyalists,2.6273645911311423,-0.38088404913646945
CUST00158,35,29.1,55.8,14.0,40.0,84.37,Steady Regulars,Female,Apparel,1,Steady Regulars,-0.18753310438363618,-0.5756692288701756
CUST00238,36,38.9,49.0,19.0,39.0,63.02,Steady Regulars,Female,Apparel,1,Steady Regulars,-0.09116487985609506,-0.511767765613447
CUST00624,24,40.8,57.2,7.0,30.0,22.85,New & Curious,Male,Apparel,4,New & Curious,-1.1277253965200456,-1.4792761030987756
CUST00176,19,34.6,58.4,10.0,46.0,76.2,Steady Regulars,Male,Apparel,4,New & Curious,-0.656411172953404,-1.371530879610131
CUST00547,26,42.9,63.9,7.0,50.0,42.53,New & Curious,Male,Apparel,4,New & Curious,-0.847026761455636,-1.1155965730731914
CUST00418,33,24.4,46.1,4.0,84.0,8.0,Budget Browsers,Female,Home & Living,3,Budget Browsers,-2.1078064899868147,-0.5987322614731719
CUST00195,42,52.6,56.1,18.0,33.0,44.06,Steady Regulars,Female,Apparel,1,Steady Regulars,0.14794319276920256,-0.27769039495475983
CUST00549,24,47.5,63.5,7.0,35.0,30.1,New & Curious,Male,Home & Living,4,New & Curious,-0.8529107950073032,-1.3852247342390611
CUST00588,21,59.9,67.4,8.0,33.0,50.7,New & Curious,Male,Apparel,4,New & Curious,-0.3372787537121078,-1.3269221310305876
CUST00628,18,26.7,82.7,3.0,36.0,48.65,New & Curious,Other,Sports,4,New & Curious,-0.9653756625059811,-2.096718082471
CUST00555,25,33.5,60.8,9.0,30.0,31.61,New & Curious,Female,Electronics,4,New & Curious,-0.9649775564893834,-1.543227351903721
CUST00068,49,92.2,82.1,25.0,30.0,153.34,High-Value Loyalists,Female,Beauty,2,High-Value Loyalists,2.9751959511630255,0.9073852695401167
CUST00384,28,42.7,23.6,4.0,79.0,23.5,Budget Browsers,Female,Electronics,3,Budget Browsers,-2.1035917027110194,-0.2209485366997637
CUST00169,26,54.5,60.2,13.0,24.0,53.6,Steady Regulars,Male,Apparel,4,New & Curious,-0.12217718550786986,-1.1464045281271409
CUST00389,25,32.7,19.5,0.0,74.0,35.38,Budget Browsers,Male,Home & Living,3,Budget Browsers,-2.4496441499837585,-0.369492034850642
CUST00163,31,53.9,52.0,13.0,33.0,73.25,Steady Regulars,Male,Sports,1,Steady Regulars,-0.04230648007910938,-0.5309886497272027
CUST00310,35,34.8,22.6,0.0,101.0,17.78,Budget Browsers,Male,Electronics,3,Budget Browsers,-2.5463023593682403,0.29177432093238365
CUST00194,29,72.9,62.1,11.0,35.0,66.79,Steady Regulars,Male,Sports,1,Steady Regulars,0.23746688152919923,-0.5351330913764357
CUST00415,35,39.2,35.2,1.0,95.0,33.12,Budget Browsers,Male,Apparel,3,Budget Browsers,-1.9849855395197653,0.2001313666147386
CUST00366,19,30.6,31.8,6.0,102.0,48.31,Budget Browsers,Female,Sports,3,Budget Browsers,-2.0739129518208683,-0.6441356840701913
CUST00430,40,80.8,23.0,4.0,154.0,83.83,At-Risk / Dormant,Female,Electronics,0,At-Risk / Dormant,-1.0913244369763468,2.098430650323309
